test_id,test_timestamp,tool_identifier,tool_name,tool_author,tool_category,test_success,deployment_success,communication_success,available_tools_count,test_duration_seconds,comprehensive_score,github_evaluation_score,sustainability_score,popularity_score,calculation_method
c3551148-c713-4f14-9984-be87b2ff93b5,2025-08-26T07:12:28.752383+00:00,https://github.com/yodakeisuke/mcp-memory-domain-knowledge,知识图谱内存服务器,yodakeisuke,,True,True,True,9,95.2646262645721,22,,3,13,weighted_average
f5e91904-2e11-46ea-a814-e1668d9e1b23,2025-08-26T08:23:50.275635+00:00,https://github.com/koinunopochi/danger-zone-mcp,Danger Zone MCP,koinunopochi,,False,True,False,0,105.340780258179,5,,3,13,weighted_average
e9ccf141-44a8-4e20-a314-66e989c0cc2b,2025-08-26T07:11:47.818198+00:00,https://github.com/Swan-and-Co-Innovations/MCP,Sequential Thinking MCP Server,Swan-and-Co-Innovations,,True,True,True,1,99.5707173347473,42,,15,13,weighted_average
b4fc8169-e815-44fe-bf7e-f3a604c5dda8,2025-08-30T00:20:47.104615+00:00,https://github.com/chatmcp/mcp-server-flomo,mcp-server-flomo MCP 服务器,chatmcp,,False,True,False,1,82.6384015083313,12,,23,13,weighted_average
00671c72-18ad-4657-a336-b957b2ba4535,2025-08-26T07:12:07.582321+00:00,https://github.com/abhi12299/date-time-tools,Date-time Tools MCP,Abhishek Mehandiratta,,True,True,True,3,117.372235059738,,,,,
847cb15e-e2fb-4658-aec1-fdaf7600d317,2025-08-26T07:12:06.414218+00:00,https://github.com/MCP-Mirror/hoppo-chan_memory-bank-mcp,Memory Bank MCP,hoppo-chan,,False,True,False,0,137.344536781311,16,,35,13,weighted_average
1c893fd2-9778-47dd-b6ee-c30a362daa21,2025-08-29T23:59:08.549735+00:00,https://github.com/flytam/exchange-sdk-mcp,Crypto Exchange SDK Documentation MCP,flytam,,False,True,False,12,130.084804773331,21,,51,13,weighted_average
e75abb24-9fcc-49a3-b697-ff2a29b4e2c1,2025-08-26T07:12:21.600809+00:00,https://github.com/devabdultech/hn-mcp,Hacker News MCP 服务器,devabdultech,,True,True,True,9,123.76632642746,50,,38,13,weighted_average
f5f98e62-8f66-48a4-95ef-3baffec4e95c,2025-08-26T08:26:41.207491+00:00,https://github.com/upstash/context7,Context7 MCP - 最新代码文档适用于任何提示,upstash,,True,True,True,2,139.866036891937,89,,84,94,weighted_average
ee6846c0-ea3e-4d1c-a56b-90959dcb1621,2025-08-27T16:55:04.263446+00:00,https://github.com/IzumiSy/mcp-duckdb-memory-server,MCP DuckDB 知识图谱内存服务器,IzumiSy,,True,True,True,8,107.943652391434,48,,54,13,weighted_average
4ff72406-b4c2-4f71-9730-167201ee9b77,2025-08-30T00:49:57.595547+00:00,https://github.com/baranwang/mcp-trends-hub,🔥 趋势中心,baranwang,,False,True,False,21,98.3505582809448,19,,31,27,weighted_average
d547054e-d326-457c-a5b4-44bb6fd89eb7,2025-08-26T07:12:33.24689+00:00,https://github.com/AImaginationLab/marvel-rivals-mcp,MCP 漫威对决,AImaginationLab,,False,True,False,14,143.376102685928,11,,22,13,weighted_average
a2896e48-c41f-4ed1-b2d2-8365bb3cfe3b,2025-08-26T07:13:58.826181+00:00,https://github.com/gcorroto/mcp-svn,SVN MCP 服务器,gcorroto,,True,True,True,14,117.025457143784,50,,38,13,weighted_average
bc30ff4c-e57d-4f9b-807f-32ea6bfdd673,2025-08-26T07:33:40.104063+00:00,https://github.com/upstash/context7,Context7 MCP - 最新代码文档适用于任何提示,upstash,,True,True,True,2,162.605250120163,,,,,
3b319fcd-efa0-4c9f-aadb-419e410807cd,2025-08-27T16:57:09.840474+00:00,https://github.com/n-r-w/knowledgegraph-mcp,KnowledgeGraph MCP 服务器,n-r-w,,True,True,True,11,107.865712165833,38,,54,13,weighted_average
69436620-a189-41d6-a799-d9b5b1417b7c,2025-08-26T08:29:18.89143+00:00,https://github.com/upstash/context7,Context7 MCP - 最新代码文档适用于任何提示,upstash,,True,True,True,2,194.318001270294,89,,84,94,weighted_average
6e7bf737-cc6a-4018-acaa-2e8667b28b6c,2025-08-26T07:14:23.675037+00:00,https://github.com/dillip285/mcp-terminal,MCP 终端服务器,dillip285,,True,True,True,1,87.4146461486816,45,,23,13,weighted_average
ef72b3ed-14d2-423a-b52b-00fbb9ccfa8d,2025-08-29T23:59:09.673673+00:00,https://github.com/variflight/variflight-mcp,Variflight MCP 服务器,variflight,,False,True,False,8,99.7780618667603,13,,27,13,weighted_average
9cce7746-813c-43cc-8c27-40748cb6d144,2025-08-26T07:14:39.010226+00:00,https://github.com/upstash/context7,Context7 MCP - 最新代码文档适用于任何提示,upstash,,True,True,True,2,159.42338848114,89,,84,94,weighted_average
3d6df35f-b8cf-4560-9c3a-027f87760742,2025-08-26T07:46:14.049406+00:00,https://github.com/devyhan/xcode-mcp,xcode-mcp,devyhan,,False,True,False,9,136.855087757111,,,,,
694d302f-fc70-432d-82e6-c8810f99eefe,2025-08-26T07:14:38.98752+00:00,https://github.com/minte-app/untun-mcp,Untun MCP - 本地服务器的安全隧道,Oliver Montes,,True,True,True,3,121.073648929596,42,,14,13,weighted_average
ad97750d-d7bf-4a1c-9bc3-cbfd8e654000,2025-08-30T13:15:51.126507+00:00,https://github.com/Shopify/dev-mcp,Shopify 开发 MCP 服务器,shopify,,True,True,True,5,146.313652276993,,,,,
b38d2833-a693-4883-9631-32886b812a60,2025-08-26T08:39:43.19485+00:00,https://github.com/ahujasid/blender-mcp,BlenderMCP - Blender 模型上下文协议集成,ahujasid,科研,True,True,True,17,0,62,,54,94,weighted_average
d19a9883-af0d-4a2a-913d-9614439759e1,2025-08-26T08:39:53.646696+00:00,https://github.com/dwain-barnes/mcp-server-environment-agency,环境署洪水监测 MCP 服务器,Dwain Barnes,科研,False,True,False,11,0,16,,35,13,weighted_average
21320103-8662-4663-9309-e1186718f3ff,2025-08-27T16:58:40.278785+00:00,https://github.com/yodakeisuke/mcp-memory-domain-knowledge,知识图谱内存服务器,yodakeisuke,,True,True,True,9,84.9373016357422,32,,3,13,weighted_average
671d3e19-95df-4cb9-a62e-f923aba77e09,2025-08-26T08:46:56.886124+00:00,https://github.com/dwain-barnes/mcp-server-environment-agency,环境署洪水监测 MCP 服务器,Dwain Barnes,科研,False,True,False,11,10.8679494857788,,,,,
1d78f33a-5aeb-4fd1-b51c-fe7fc223badd,2025-08-26T07:14:55.901065+00:00,https://github.com/brianveltman/sonatype-mcp,Sonatype MCP 服务器,brianveltman,,False,True,False,17,122.173009395599,35,,19,13,weighted_average
0f648ead-237e-4f76-ae75-2d1cd019dd02,2025-08-30T00:20:49.72512+00:00,https://github.com/bhouston/mcp-server-text-editor,Claude文本编辑器MCP服务器,bhouston,,True,True,True,1,107.085675477982,50,,38,13,weighted_average
bf92dce5-0300-454f-8ee7-a778bc3c2cca,2025-08-26T07:15:01.719121+00:00,https://github.com/upstash/context7,Context7 MCP - 最新代码文档适用于任何提示,upstash,,True,True,True,2,125.961988687515,89,,84,94,weighted_average
2ccb81d7-dc0a-4879-8dce-d908c3546b54,2025-08-26T08:47:01.315689+00:00,https://github.com/haris-musa/excel-mcp-server,Excel MCP Server,haris,科研,True,True,True,25,12.917813539505,76,,59,71,weighted_average
32d163f5-5398-42e1-8386-319bc0b630c1,2025-08-26T08:46:59.767656+00:00,https://github.com/ahujasid/blender-mcp,BlenderMCP - Blender 模型上下文协议集成,ahujasid,科研,True,True,True,17,14.0484628677368,66,,54,94,weighted_average
702a34ac-1a05-4d34-931a-60fb1135170f,2025-08-26T07:15:31.51204+00:00,https://github.com/noahlozevski/mcp-idb,mcp-idb,noahlozevski,,False,True,False,1,102.783318281174,28,,23,13,weighted_average
39af5b47-870b-4b1a-b732-fbc17363ca3b,2025-08-26T08:47:27.665878+00:00,https://github.com/reetp14/openalex-mcp,OpenAlex MCP 服务器,reetp14,科研,True,True,True,11,7.13495516777039,,,,,
681e2d39-2d07-4c72-a3a6-6cbfab7be5f3,2025-08-26T07:16:25.417803+00:00,https://github.com/daitasu/postgres-mcp,PostgreSQL MCP 服务器,daitasu,,False,True,False,3,89.0432066917419,16,,35,13,weighted_average
c088b269-83db-4c85-9cdf-72455f58b790,2025-08-26T08:47:31.821287+00:00,https://github.com/s2005/wcli0,Windows CLI MCP 服务器（增强版）,s2005,科普,False,True,False,5,12.4708480834961,26,,68,13,weighted_average
3afa2c29-e114-4606-98ef-7786067a4e97,2025-08-26T08:47:56.585287+00:00,https://github.com/healthitJP/walk-in-kyoto-mcp,Walk-in-Kyoto MCP Server,healthitJP,科普,False,True,False,3,7.21989750862122,,,,,
b070341b-403e-45bb-97c5-4e0a885e6ec8,2025-08-26T08:47:15.150473+00:00,https://github.com/Joooook/12306-mcp,12306-mcp,Joooook,科普,False,True,False,8,8.76501750946045,,,,,
788b54fb-29bf-42eb-a019-6e433db9435e,2025-08-26T07:16:30.749734+00:00,https://github.com/kevinwatt/shell-mcp,shell-mcp,kevinwatt,,False,True,False,20,124.275959968567,12,,23,13,weighted_average
ffb44ae9-fd33-48bf-a29c-69ad6513d3bb,2025-08-26T07:16:51.507674+00:00,https://github.com/koinunopochi/danger-zone-mcp,Danger Zone MCP,koinunopochi,,False,True,False,0,94.4616584777832,,,,,
fd478c1b-c215-42e8-a2a7-658050960a8a,2025-08-29T23:59:42.519444+00:00,https://github.com/yokingma/one-search-mcp,OneSearch MCP 服务器：网页搜索、爬取、抓取与内容提取,yokingma,,False,True,False,4,117.065573453903,12,,26,13,weighted_average
70ab7852-da8c-4523-a5e3-c5ef777da270,2025-08-26T07:17:23.813884+00:00,https://github.com/Atomzzm/mcp-mysql-server,@f4ww4z/mcp-mysql-server,f4ww4z,,False,True,False,5,119.084766149521,12,,23,13,weighted_average
48b968f3-d84c-4642-a756-50a890919252,2025-08-26T08:47:35.08028+00:00,https://github.com/yanmxa/ocm-mcp-server,Open Cluster Management MCP 服务器,yanmxa,科普,True,True,True,3,7.57998037338257,,,,,
072271e1-ad47-4949-83e5-1a2202935664,2025-08-26T08:48:14.363159+00:00,https://github.com/eirikb/any-cli-mcp-server,any-cli-mcp-server,eirikb,科普,False,True,False,2,7.61420226097107,,,,,
c50631eb-3feb-4459-8fe2-042c213cb39a,2025-08-26T07:17:46.216323+00:00,https://github.com/upstash/context7,Context7 MCP - 最新代码文档适用于任何提示,upstash,,True,True,True,2,144.500314712524,89,,84,94,weighted_average
328884ee-a9b6-4f28-8bec-3f65164ecb8f,2025-08-30T13:17:54.558522+00:00,https://github.com/docfork/mcp,Docfork,docfork,,False,True,False,1,88.2106804847717,,,,,
df06b352-4181-480c-a9bb-5907c7f53d06,2025-08-26T07:17:50.54332+00:00,https://github.com/DealExpress/mcp-server,@dealx/mcp-server,dealexpress,,True,True,True,1,106.803757667542,49,,35,13,weighted_average
8d3fa64f-67e0-40e5-aac8-751cae76fbf8,2025-08-26T08:48:47.147699+00:00,https://github.com/gimjin/message-mcp,Message MCP,gimjin,科研,True,True,True,0,10.7563109397888,62,,76,13,weighted_average
236ac98b-d369-4a4d-a1ec-3738602d3b53,2025-08-26T08:48:57.863343+00:00,https://github.com/manfye/data-dosm-mcp-nodejs,Data.gov.my MCP Server,manfye,科研,True,True,True,0,12.9564251899719,45,,23,13,weighted_average
498a7529-b0fc-4cc5-87f7-a7bfb87bc547,2025-08-26T08:48:28.524126+00:00,https://github.com/yorifuji/mcp-ios-simulator-screenshot,MCP iOS 模拟器截图,yorifuji,科普,True,True,True,1,7.11824870109558,,,,,
1601190d-766f-46ea-937c-4b628fb2b748,2025-08-26T07:18:32.343641+00:00,https://github.com/Limecooler/yt-video-info,YouTube 信息 MCP 服务器,Limecooler,,False,True,False,1,95.2528967857361,12,,23,13,weighted_average
e3313687-b025-4047-8ff4-bcebdb7c508f,2025-08-26T07:18:58.750394+00:00,https://github.com/upstash/context7,Context7 MCP - 最新代码文档适用于任何提示,upstash,,True,True,True,2,150.02845287323,,,,,
2fae4684-aefd-4b43-916f-ce0c7d5074c6,2025-08-27T17:00:37.001047+00:00,https://github.com/inkdropapp/mcp-server,Inkdrop MCP 服务器,inkdropapp,,False,True,False,11,108.755923509598,19,,19,13,weighted_average
9d574569-7ce4-4bd9-b0c8-8154efa63d24,2025-08-26T07:19:15.191056+00:00,https://github.com/lnmunhoz/mcp-youtube-transcript,MCP YouTube Transcript Server,sinco-lab,,False,True,False,1,129.511976957321,10,,19,13,weighted_average
3febe11c-e40a-43c3-943a-2fca53638001,2025-08-30T13:19:38.473146+00:00,https://github.com/docfork/mcp,Docfork,docfork,,False,True,False,1,88.7006959915161,,,,,
5019ce59-4e11-45e2-a2eb-7739362000f4,2025-08-26T08:50:10.340553+00:00,https://github.com/haris-musa/excel-mcp-server,Excel MCP Server,haris,科研,True,True,True,25,13.5903027057648,76,,59,71,weighted_average
8a8ebdc9-b53a-487f-bff7-39dfe555506a,2025-08-26T07:19:49.922588+00:00,https://github.com/sven-borkert/knowledge-mcp,Knowledge MCP Server,sven-borkert,,True,True,True,27,93.0547735691071,61,,71,13,weighted_average
e1850804-8d6e-4a93-9527-ae0e6f9b9171,2025-08-26T07:19:51.39742+00:00,https://github.com/upstash/context7,Context7 MCP - 最新代码文档适用于任何提示,upstash,,True,True,True,2,144.053664445877,89,,84,94,weighted_average
e03e9782-fdc2-44c8-9c4b-ca66f0f6ed58,2025-08-30T13:21:22.262085+00:00,https://github.com/docfork/mcp,Docfork,docfork,,False,True,False,1,88.8064525127411,,,,,
08d8bcd4-2ca5-4748-b818-f3f91b2444f3,2025-08-26T07:20:12.140897+00:00,https://github.com/prandogabriel/ieee2030.5-mcp,IEEE 2030.5 MCP 服务器,prandogabriel,,False,True,False,0,100.797283887863,16,,35,13,weighted_average
36adacd7-313f-45a7-b5bd-67fd6734901c,2025-08-26T07:20:27.683999+00:00,https://github.com/charlesmuchene/pref-editor-mcp-server,Android-Preference-Editor MCP 服务器,charlesmuchene,,False,True,False,7,119.818246126175,,,,,
84f4e90f-3f18-4101-be83-cd09ec5c4ac2,2025-08-29T23:59:47.900955+00:00,https://github.com/zhiwei5576/excel-mcp-server,Excel MCP Server,zhiwei5576,,False,True,False,8,106.777334690094,16,,38,13,weighted_average
9fcd2530-391f-4c11-b54d-2c6d3d355d4f,2025-08-26T07:21:59.839439+00:00,https://github.com/upstash/context7,Context7 MCP - 最新代码文档适用于任何提示,upstash,,True,True,True,2,124.966417551041,89,,84,94,weighted_average
72f75d06-5075-4ca5-8f08-457f4626dfbb,2025-08-26T07:22:12.749959+00:00,https://github.com/Octodet/keycloak-mcp,Octodet Keycloak MCP Server,Octodet,,False,True,False,7,91.3570401668549,,,,,
911e21d5-6c11-4981-8c65-26f90b1a9e2d,2025-08-26T07:26:16.407144+00:00,https://github.com/hyperdrive-eng/mcp-nodejs-debugger,MCP Node.js 调试器,hyperdrive-eng,,True,True,True,13,119.405715703964,,,,,
5caee005-dcfb-479c-85e2-247bdb2869ad,2025-08-26T07:22:00.860489+00:00,https://github.com/upstash/context7,Context7 MCP - 最新代码文档适用于任何提示,upstash,,True,True,True,2,156.135803699493,89,,84,94,weighted_average
1118bd72-c9f0-4fad-a2d1-73774f50be4a,2025-08-26T08:50:11.352211+00:00,https://github.com/ahujasid/blender-mcp,BlenderMCP - Blender 模型上下文协议集成,ahujasid,科研,True,True,True,17,13.4344968795776,68,,54,94,weighted_average
8aff5ca5-550f-4e78-bf8b-10f8ecbb3599,2025-08-26T07:23:00.535296+00:00,https://github.com/geocoding-ai/mcp,地理编码 MCP 服务器,geocoding-ai,,True,True,True,2,125.466752290726,54,,50,13,weighted_average
4520529c-20f1-488d-bfba-4315b00ecfcc,2025-08-30T00:20:51.456783+00:00,https://github.com/truss44/mcp-crypto-price,加密货币价格与市场分析 MCP 服务器,truss44,,False,True,False,3,101.878732919693,17,,39,13,weighted_average
80152016-28fe-46b7-9b57-982fbea56954,2025-08-30T13:23:16.373317+00:00,https://github.com/aliyun/alibabacloud-ecs-mcp-server,Alibaba Cloud 运维MCP服务器,aliyun,,False,True,False,34,100.241023540497,,,,,
2daf7a67-d022-4f71-87f9-4ef4db22c2f0,2025-08-26T08:50:37.249071+00:00,https://github.com/spences10/mcp-svelte-docs,mcp-svelte-docs,spences10,科普,True,True,True,12,9.08558034896851,,,,,
ac65f044-b4a7-48ba-82c2-1a7be5721040,2025-08-26T07:23:34.448988+00:00,https://github.com/devyhan/xcode-mcp,xcode-mcp,devyhan,,False,True,False,9,135.87463927269,12,,23,13,weighted_average
bb3f6727-e2aa-401b-aa9b-4b59d7ad5130,2025-08-29T23:59:59.40848+00:00,https://github.com/Orcus2021/code-review-mcp-server,代码审查 MCP 工具,Orcus2021,,False,True,False,7,84.4871768951416,22,,54,13,weighted_average
479be36b-33d6-494c-a42c-9705f4ad7471,2025-08-26T07:23:54.291879+00:00,https://github.com/f-is-h/mcp-easy-copy,MCP 轻松复制,f-is-h,,True,True,True,1,71.922890663147,,,,,
852455a9-7feb-4168-a2e7-7388384a3003,2025-08-26T07:23:52.287273+00:00,https://github.com/stackzero-labs/mcp,@stackzero-labs/mcp,stackzero-labs,,True,True,True,12,193.921971321106,51,,42,13,weighted_average
f7d102c6-2c1a-4d02-bbc1-541e3155b94c,2025-08-26T08:50:43.981755+00:00,https://github.com/dwain-barnes/police-uk-api-mcp-server,MCP Server Police UK,Dwain Barnes,科研,True,True,True,21,9.34438252449036,40,,7,13,weighted_average
6ec58d5f-be41-4cd2-99e8-61a798715c5f,2025-08-26T08:50:44.304937+00:00,https://github.com/s2005/wcli0,Windows CLI MCP 服务器（增强版）,s2005,科普,False,True,False,5,12.15625,26,,68,13,weighted_average
02116a88-e837-48dc-921d-343d43f4ad17,2025-08-26T07:24:20.459309+00:00,https://github.com/crunchloop/mcp-devcontainers,mcp-devcontainers,crunchloop,,True,True,True,3,107.174026250839,47,,30,13,weighted_average
1a2965ac-fa4e-42bd-9950-2ff98f72e8fa,2025-08-26T08:51:21.93273+00:00,https://github.com/healthitJP/walk-in-kyoto-mcp,Walk-in-Kyoto MCP Server,healthitJP,科普,False,True,False,3,6.81747341156006,,,,,
42f42110-3aff-4f41-a008-f9fc8095a396,2025-08-26T07:25:38.145035+00:00,https://github.com/landicefu/divide-and-conquer-mcp-server,Divide and Conquer MCP Server,Landice Fu,,True,True,True,15,122.577471256256,42,,14,13,weighted_average
ec89254a-0eb9-4d43-b36b-961688ae103b,2025-08-30T00:50:20.643408+00:00,https://github.com/rjsalgado/mariadb-mcp-server,MariaDB / MySQL数据库访问MCP服务器,rjsalgado,,False,True,False,4,159.012964487076,11,,22,13,weighted_average
d9ce3c62-2baf-4785-a8c2-3e0189c7297d,2025-08-26T07:26:07.658352+00:00,https://github.com/hanweiit007/mcp-hotnews-server,HotNews MCP 服务器,hanweiit007,,False,True,False,1,103.674846410751,16,,35,13,weighted_average
ac2e568a-2cf9-4628-b53c-0d6c78f2e046,2025-08-30T00:06:06.485603+00:00,https://github.com/HeroSizy/cucumberstudio-mcp,Cucumber Studio MCP 服务器,HeroSizy,,True,True,True,1,54.7680358886719,48,,34,13,weighted_average
b0cdbd71-ee75-4142-a285-d4e397106d07,2025-08-26T07:26:25.591437+00:00,https://github.com/gcorroto/mcp-svn,SVN MCP 服务器,gcorroto,,True,True,True,14,113.083244085312,50,,38,13,weighted_average
858946af-a5fd-4c46-80d2-2c98156b6a37,2025-08-26T07:26:24.899961+00:00,https://github.com/MCP-Mirror/hoppo-chan_memory-bank-mcp,Memory Bank MCP,hoppo-chan,,False,True,False,0,109.868156909943,16,,35,13,weighted_average
8214b980-58ce-4cbf-a813-bddf12c3b310,2025-08-26T08:50:49.792589+00:00,https://github.com/reetp14/openalex-mcp,OpenAlex MCP 服务器,reetp14,科研,True,True,True,11,11.7095935344696,24,,19,13,weighted_average
8508e9d5-8ab9-4398-9177-d8bfccefcea0,2025-08-26T08:51:16.171981+00:00,https://github.com/manfye/data-dosm-mcp-nodejs,Data.gov.my MCP Server,manfye,科研,False,True,False,4,7.39576196670532,,,,,
0957df99-d6fa-425a-aced-31cb65eb6527,2025-08-26T07:26:40.739799+00:00,https://github.com/yincongcyincong/VictoriaMetrics-mcp-server,VictoriaMetrics MCP 服务器,yincongcyincong,,False,True,False,6,124.674005270004,12,,26,13,weighted_average
11035a34-b358-49ee-8bda-e8f7d6a25123,2025-08-27T17:02:20.068138+00:00,https://github.com/inkdropapp/mcp-server,Inkdrop MCP 服务器,inkdropapp,,False,True,False,11,92.5460443496704,17,,19,13,weighted_average
2e7da2fb-4b85-49dc-a0b0-5031f7011d64,2025-08-26T07:26:47.93926+00:00,https://github.com/HakanUcaar/mcp-servers,mcp-servers,HakanUcaar,,True,True,True,1,113.546271324158,42,,15,13,weighted_average
d5950b5a-805b-4cde-8054-dd717d1c4293,2025-08-30T00:00:03.311602+00:00,https://github.com/zxkane/mcp-server-amazon-bedrock,Amazon Bedrock MCP 服务器,zxkane,,False,True,False,1,85.9334676265717,8,,14,13,weighted_average
300d199e-e389-41ba-9e5f-730f3e515690,2025-08-26T08:51:47.934337+00:00,https://github.com/ah2-io/expo-docs-mcp,Expo 文档 MCP 服务器,ah2-io,科研,False,True,False,5,6.83280515670776,,,,,
fa4cef64-d992-4744-a5d6-93cfd8815cb7,2025-08-26T07:28:54.62856+00:00,https://github.com/phaserjs/editor-mcp-server,Phaser Editor v5 的 MCP 服务器,phaserjs,,False,True,False,39,127.903062343597,31,,81,13,weighted_average
4744f8e1-899a-420d-8851-18aab77090bc,2025-08-30T00:20:54.622559+00:00,https://github.com/cantian-ai/bazi-mcp/tree/dev,Bazi MCP（八字 MCP）由 Cantian AI 提供,cantian-ai,,True,True,True,5,93.2036097049713,32,,22,27,weighted_average
faa85ade-a135-410c-91e5-975d7c51b56c,2025-08-26T07:29:00.56187+00:00,https://github.com/Swan-and-Co-Innovations/MCP,Sequential Thinking MCP Server,Swan-and-Co-Innovations,,True,True,True,1,111.289545059204,42,,15,13,weighted_average
852c102f-c4c8-4b0d-a6ab-ff6b6146c989,2025-08-27T17:04:12.738242+00:00,https://github.com/inkdropapp/mcp-server,Inkdrop MCP 服务器,inkdropapp,,False,True,False,11,102.405950307846,16,,19,13,weighted_average
8546326f-bf9e-4ce7-8e12-7bd69a347b8a,2025-08-26T08:52:16.836345+00:00,https://github.com/eirikb/any-cli-mcp-server,any-cli-mcp-server,eirikb,科普,False,True,False,2,8.07702350616455,,,,,
9ae8085e-0550-47c6-bef0-bc88afb59466,2025-08-26T07:30:16.573639+00:00,https://github.com/upstash/context7,Context7 MCP - 最新代码文档适用于任何提示,upstash,,True,True,True,2,179.051274061203,90,,84,94,weighted_average
cb4e0b53-a020-468c-817a-ccbe3c02dc93,2025-08-26T07:30:29.063264+00:00,https://github.com/Paulhb7/mcp-sequential-ethical-thinking,连续伦理思维 MCP 服务器,Paulhb7,,False,True,False,1,117.65068936348,,,,,
201f410f-a45f-4b13-b816-44b1964404e2,2025-08-30T00:00:08.487178+00:00,https://github.com/misterboe/strapi-mcp-server,Strapi MCP 服务器,bschauer,,True,True,True,5,89.5837180614471,44,,22,13,weighted_average
9c8219b9-b5da-4d72-9aa0-73e49b440785,2025-08-26T07:31:17.025412+00:00,https://github.com/Durable-Technology/mcp-micromanage-your-agent,mcp-micromanage,yodakeisuke,,True,True,True,3,138.256808996201,45,,23,13,weighted_average
3d065308-96a8-47b2-aa1e-90a6606cf405,2025-08-30T13:25:36.926194+00:00,https://github.com/aliyun/alibabacloud-ecs-mcp-server,Alibaba Cloud 运维MCP服务器,aliyun,,True,True,True,34,112.262877941132,,,,,
faf72106-a53c-4519-bc9c-18168c1cec64,2025-08-26T08:52:22.238989+00:00,https://github.com/dwain-barnes/police-uk-api-mcp-server,MCP Server Police UK,Dwain Barnes,科研,True,True,True,21,7.36618423461914,,,,,
d81bc18a-10f0-4084-aa9a-5aab3ca3c857,2025-08-26T07:31:51.357783+00:00,https://github.com/multiversx/mx-mcp,MultiversX MCP 服务器,multiversx,,True,True,True,14,81.7573230266571,30,,30,13,weighted_average
baeec208-d522-4957-bea2-3e79b41d69ba,2025-08-27T17:06:09.896084+00:00,https://github.com/dwain-barnes/mcp-server-environment-agency,环境署洪水监测 MCP 服务器,Dwain Barnes,,False,True,False,11,110.854684114456,16,,35,13,weighted_average
89f11df0-5c12-44bd-927e-ab5d78b9e992,2025-08-26T07:32:45.17871+00:00,https://github.com/abhi12299/date-time-tools,Date-time Tools MCP,Abhishek Mehandiratta,,True,True,True,3,120.597312688828,48,,31,13,weighted_average
fbf21846-8482-411b-a980-d204c828eace,2025-08-27T17:15:14.263853+00:00,https://github.com/s2005/wcli0,Windows CLI MCP 服务器（增强版）,s2005,,False,True,False,5,110.990202903748,26,,68,13,weighted_average
02a2af7e-e967-4f63-abed-be6a9ef87ab9,2025-08-30T00:00:24.171105+00:00,https://github.com/healthitJP/walk-in-kyoto-mcp,Walk-in-Kyoto MCP Server,healthitJP,,False,True,False,3,95.1601841449738,,,,,
963c6a8f-c997-4031-82f1-5495e3977b1f,2025-08-26T07:35:00.431215+00:00,https://github.com/DealExpress/mcp-server,@dealx/mcp-server,dealexpress,,True,True,True,1,104.488113164902,49,,35,13,weighted_average
7b8013f8-661f-4dc7-bcaa-d7580558ea15,2025-08-26T08:52:56.239539+00:00,https://github.com/yorifuji/mcp-ios-simulator-screenshot,MCP iOS 模拟器截图,yorifuji,科普,True,True,True,1,11.4994447231293,52,,46,13,weighted_average
a0083cb1-2297-4b13-898c-d4732b22a8d4,2025-08-26T07:36:39.065377+00:00,https://github.com/lnmunhoz/mcp-youtube-transcript,MCP YouTube Transcript Server,sinco-lab,,False,True,False,1,134.569248914719,10,,19,13,weighted_average
7914172c-a0d7-4b9c-a82f-c39728dc11dd,2025-08-26T07:36:47.704426+00:00,https://github.com/Gtvar/yt-dlp-mcp,yt-dlp-mcp,gtvar,,False,True,False,4,154.76279759407,,,,,
e4388200-4e88-4189-80d5-731c295ccf21,2025-08-27T17:18:51.906221+00:00,https://github.com/healthitJP/walk-in-kyoto-mcp,Walk-in-Kyoto MCP Server,healthitJP,,False,True,False,3,109.419835090637,,,,,
a9ebe911-68ab-40ed-8fbc-fdb947332ce8,2025-08-30T13:27:25.74907+00:00,https://github.com/aurda012/devcontext,DevContext：自主上下文感知模型-上下文协议（MCP）服务器,aurda012,,False,True,False,5,98.6909766197205,,,,,
cc5b126d-d9a4-46c1-b6ee-5e697a5ca802,2025-08-26T07:38:58.057283+00:00,https://github.com/arrow2nd/vv-mcp,vv-mcp,arrow2nd,,True,True,True,4,105.118687391281,47,,30,13,weighted_average
19cd5386-330c-4e41-9ef1-082b335c9f4b,2025-08-26T07:39:23.743083+00:00,https://github.com/upstash/context7,Context7 MCP - 最新代码文档适用于任何提示,upstash,,True,True,True,2,148.46364569664,,,,,
7cccbd09-5ef0-47a0-b0a1-4bfee85e062c,2025-08-26T07:41:47.020918+00:00,https://github.com/koinunopochi/danger-zone-mcp,Danger Zone MCP,koinunopochi,,False,True,False,0,101.899286746979,5,,3,13,weighted_average
81ca4846-98dc-4e2f-aaf4-3d250760856a,2025-08-26T07:42:59.574062+00:00,https://github.com/upstash/context7,Context7 MCP - 最新代码文档适用于任何提示,upstash,,True,True,True,2,206.71547961235,90,,84,94,weighted_average
437d803f-03fd-4853-98a2-64cefd63b94a,2025-08-26T08:53:30.378397+00:00,https://github.com/upstash/context7,Context7 MCP - 最新代码文档适用于任何提示,upstash,科普,False,True,False,2,24.9926242828369,89,,84,94,weighted_average
fdbce41b-91c2-4bb6-97a2-8998c5c925a8,2025-08-26T07:44:49.937034+00:00,https://github.com/sven-borkert/knowledge-mcp,Knowledge MCP Server,sven-borkert,,True,True,True,27,105.89393901825,61,,71,13,weighted_average
